20:55:06.419 | 0d 7c 05 d0 24 5d 17 d1 21 c6 29 54 21 41 1f 29  |  -98 CRC error
20:55:06.936 | 25 3e 25 68 2e a1 29 12 94 ec 15 b0 22 9d 15 f8  |  -97 CRC error
20:55:09.529 | 0b 8a 26 60 26 97 1b 27 27 3f 28 ca 20 2b 1d a8  |  -91 CRC error
20:55:15.492 | 0f 9f 07 74 20 d3 27 b5 2a a9 24 90 08 aa 24 44  |  -99 CRC error
20:56:05.000 | 0d 54 10 68 1e ad 1f da 12 8b 6a 8a 25 54 0a 95  |  -95 CRC error
20:56:12.518 | 8b 7b 11 c4 1f d4 2a ad 32 7e 23 c6 15 6a 1f 48  |  -94 CRC error
20:56:37.663 | 0f dc 56 51 5a c9 12 ce 55 49 1b 19 2c 87 22 50  |  -99 CRC error
20:57:02.547 | 0f 3c 1a d4 12 46 a6 78 95 0b 0a b0 20 88 20 a4  |  -99 CRC error
20:57:04.622 | 8f 44 1b 30 9e 86 53 b7 1d 85 19 f1 16 68 2a a4  |  -96 CRC error
20:57:05.917 | 0f 49 1b 6c 92 25 14 f2 22 dc 1e f3 21 95 25 2d  |  -96 CRC error
20:57:24.839 | 0f 92 1e da 9f ee 14 be 1d ca 29 bf 16 44 13 26  |  -93 CRC error
20:57:55.686 | ab 09 25 55 26 54 24 34 a8 bd 20 54 ab 4a 2b dc  |  -92 CRC error
20:57:58.797 | af 15 24 dc a2 be a5 55 29 54 a5 69 26 e2 9b fa  | -101 CRC error
20:58:00.092 | 2d 5a a5 58 2a 5d 1e 96 16 52 a2 d5 14 54 a9 25  |  -93 CRC error
20:58:15.127 | 2d 55 27 b2 55 e1 2a aa 2c 5c 1a b5 15 55 24 a9  |  -95 CRC error
20:58:41.568 | 0d ba ac aa 1e e7 29 4a a2 a5 1d 48 9b 3d 2a 0b  |  -93 CRC error
20:58:41.827 | 8f bb 2d 55 54 9c 1d 5d 29 3b 2a 8a 45 55 25 ff  |  -95 CRC error
20:59:04.638 | 0f 13 30 e4 25 41 2e ee 27 52 29 45 2c 29 28 a6  |  -94 CRC error
20:59:19.672 | ad 4d 2a 95 64 cd 1a ad 5d 14 2a aa 8a 6b 25 d3  |  -99 CRC error
20:59:24.078 | 9f 56 b4 aa 95 2a aa 4a 95 57 12 bb 59 b9 2a 7a  |  -96 CRC error
20:59:34.966 | 8f a8 36 48 21 62 29 b5 5a 3d 27 f2 25 a3 1b 87  |  -97 CRC error
20:59:38.594 | 8f aa 80 08 23 a0 48 bd 55 88 22 16 25 56 25 25  |  -89 CRC error
21:00:07.885 | 2b 57 3d 55 1c a4 b7 23 14 6e 29 aa 5a aa 2b 53  | -102 CRC error
21:00:11.774 | 2f 56 2d 28 5b 62 5d 2a 27 75 23 6a 54 9a aa 95  | -103 CRC error
21:00:14.624 | af 61 3d ad 52 8a aa b5 19 56 94 ab 2a 9d 75 6a  |  -97 CRC error
21:01:13.986 | 0f 16 4a 49 15 55 29 6a 59 a5 4a 92 94 a5 16 f6  | -101 CRC error
21:01:33.687 | 8f 52 4b d8 15 55 2a aa aa 54 22 91 22 95 2a a9  |  -95 CRC error
21:01:50.794 | 4f 54 4e d2 25 2a 29 77 2a ab 12 aa 9e aa 55 35  |  -92 CRC error
21:01:51.312 | 0f 92 4a 10 1a d4 a4 5a a4 da 28 ab 2a 51 54 9c  |  -95 CRC error
21:01:51.573 | 0f 97 4b 14 23 1a 00 00 00 00 02 01 00 00 00 00  |  -98 CRC error
21:01:52.349 | 8f 9a 45 39 54 92 6b a2 95 4d 2f 57 1d c6 1a df  |  -94 CRC error
21:01:58.829 | 2f b3 50 24 2e e0 22 9d 24 b7 25 5b 1e b6 21 65  |  -94 CRC error
