20:23:09.120 | 0f 1f 25 54 52 aa 2d 15 5b 56 95 6a 67 56 a5 6a  |  -99 CRC error
20:23:10.939 | 0f 26 01 c8 13 42 22 4a 27 f1 0e ec 26 1b 28 d6  |  -94 CRC error
20:23:16.379 | 0a ab 02 a4 21 54 9a cd 1b 30 19 01 1c bd 5a 9a  |  -88 CRC error
20:23:18.972 | 0f 45 03 3c 20 ff 34 a8 25 cd 64 a9 1c f4 a7 3a  |  -92 CRC error
20:23:19.751 | 4b 48 0b 65 11 71 27 54 94 73 2c 88 51 09 50 aa  |  -89 CRC error
20:23:20.784 | 2f 4d 2b 90 19 24 22 c0 9d 54 8a 01 22 ef 95 52  |  -94 CRC error
20:23:21.819 | aa 40 15 40 1d 55 20 a5 53 92 55 f4 94 92 a4 ad  |  -93 CRC error
20:23:40.226 | 0f d5 57 55 2a 9b 0c dd 24 e3 27 46 26 ad 22 c9  |  -93 CRC error
20:23:46.447 | 0f af 08 34 22 ca 24 59 1e df 2e 51 12 16 25 b8  |  -96 CRC error
20:23:50.593 | 0f bf 0a b5 15 6d 56 ed 5a b6 ba da aa aa ad 76  |  -99 CRC error
20:23:50.856 | 0f c2 09 0a 25 1b 18 e6 5e a7 24 32 15 0e 29 52  |  -95 CRC error
20:23:54.741 | 0f cf 49 b4 18 ec 23 9d 26 cf 22 3f 1c 5b 22 5b  | -100 CRC error
20:23:55.518 | 0e d2 29 d8 1a 13 1e 61 08 55 5a 75 2a bf 21 fe  |  -91 CRC error
20:23:56.302 | 0f d5 09 fc 1e a5 25 19 25 67 1c da 20 bd 1f 0d  |  -93 CRC error
20:23:56.556 | 0f d6 0a 08 22 aa 18 7f 18 eb 22 0f 18 2f 0c 6b  |  -96 CRC error
20:24:01.742 | 56 aa 5a d2 2a 6e 1e d2 ab 29 4a b9 2a eb 5a 97  |  -96 CRC error
20:24:07.442 | 0f 4a ad 5d 52 5a d5 5d 4a ad 17 d2 5a 89 0e b4  |  -93 CRC error
20:24:15.214 | 0f 1e 0d 68 a1 5a a2 88 1a b5 21 55 2d 55 2a 99  |  -98 CRC error
20:24:28.696 | 4f 52 0d d8 25 72 26 5c 1c ba 5a ad 19 5d 15 0f  |  -88 CRC error
20:24:30.516 | 0f 59 10 2c aa 05 25 93 2a aa 93 a9 09 2a 2a ad  |  -95 CRC error
20:24:33.366 | 0f 64 10 b0 13 b4 1d 3d 18 19 20 b5 21 10 2e 11  |  -97 CRC error
20:24:42.177 | 4f 86 12 48 a4 d6 5a 25 49 25 2a a2 84 a5 52 55  |  -98 CRC error
20:24:43.475 | 0f 8b 2a a4 2a a9 29 51 22 68 23 45 55 3e 29 97  |  -90 CRC error
20:24:44.248 | 2f 8a 12 a8 1c 22 2b 61 1b 61 22 e7 1c 1f 28 b4  |  -92 CRC error
20:24:45.293 | 0f 92 12 d8 a7 7d 2a 06 15 05 29 51 25 41 54 ab  |  -92 CRC error
20:24:49.174 | 0f a1 13 8c 27 20 19 5c 28 3a 16 e5 24 70 1a 3c  |  -91 CRC error
20:24:52.805 | 2f ab 14 b4 9a 14 2a 2c 1a bc aa bf 1d 5b 65 65  | -102 CRC error
20:24:57.474 | 0f c1 15 2c 25 55 29 6a 9d 44 ac e9 09 52 a9 55  |  -94 CRC error
20:24:59.803 | 2f 4a 95 7a 9c ae a9 34 17 b4 20 2e 32 d8 17 95  |  -90 CRC error
20:25:00.583 | 0f cd 15 9c 25 e7 13 5b 19 06 54 94 1a 2a 24 aa  |  -95 CRC error
20:25:01.616 | 0f d1 15 cc 26 51 1a 69 29 3a 15 f1 2a d4 a5 55  |  -93 CRC error
20:25:01.880 | 8f d2 15 d8 a9 ff 22 b6 2b 79 22 a3 28 53 24 fb  |  -93 CRC error
20:25:02.916 | 0f d6 16 2a 5d 2a aa 4a 95 15 22 55 00 28 a2 15  |  -95 CRC error
20:25:03.948 | 0f da 16 38 20 0b 1c 2c 1c a0 19 8c 1f 6e 29 4e  |  -96 CRC error
20:25:04.989 | 0f de 16 68 a3 65 21 56 2c a8 9e a6 9e 88 2a 59  |  -96 CRC error
20:25:05.502 | 0f e0 16 80 1a c4 28 f1 24 e1 23 02 2a c5 1f 4a  |  -95 CRC error
20:25:05.767 | 0f e1 16 8c 25 72 55 2a 25 a4 31 9a 5a 56 16 42  |  -94 CRC error
20:25:06.285 | 0f e3 16 a4 1b be 21 61 15 00 a4 ac 55 47 1d ca  |  -91 CRC error
20:25:06.546 | ab f5 56 b1 2a aa a6 b4 ac 8b 1d 08 9e b5 19 75  |  -95 CRC error
20:25:08.873 | 0f ed 17 1c 2a 57 29 0d 29 3c 2a 5c 26 df 1b ad  |  -97 CRC error
20:25:09.131 | 0f ee 97 28 20 da 25 36 1e 2c 2e 26 20 91 17 09  |  -96 CRC error
20:25:09.657 | ae a8 17 41 2a ac 12 7d 22 96 3a 53 13 71 31 b8  |  -93 CRC error
20:25:09.913 | 0f f1 17 4c 57 aa a4 96 9a 55 56 aa b2 aa 95 5a  |  -91 CRC error
20:25:10.173 | 0f f2 97 58 25 7d 27 24 29 9a 99 14 1a 0e 1c f8  |  -93 CRC error
20:25:10.955 | 0f f5 15 ae d7 75 dd af 55 aa ab ab ba eb 6a ad  |  -96 CRC error
20:25:14.573 | 4f 13 18 a4 11 c8 9a ec 1e 86 27 74 27 c7 56 4b  |  -93 CRC error
20:25:16.394 | 0f 0a 18 78 16 79 55 40 10 91 25 41 09 04 81 01  |  -94 CRC error
20:25:20.540 | 4f 1a 19 28 a0 e7 2a 49 29 25 1d aa 24 aa 12 55  |  -88 CRC error
20:25:22.875 | 0f 23 19 a4 19 12 1e 3a 2d 83 17 76 5a 52 96 e8  |  -94 CRC error
20:25:24.170 | 8f 28 2a a5 33 ad 55 59 55 53 50 91 1a 9a 55 52  |  -94 CRC error
